Sales Representative,Location,Region,Customer,Order Date,Product,Quantity,Price,Total Sale Amount
Sara Snyder,Massachusetts,East,Michael Foster,12/6/2016,GE 30522EE2,7,12.42,86.94
Frances Warren,Massachusetts,East,Kevin Barnes,12/6/2016,Binder Posts,3,53.35,160.05
Diane Gonzalez,California,West,Willie Oliver,12/6/2016,14-7/8 x 11 Blue Bar Computer Printout Paper,6,12.42,74.52
Patrick Graham,California,West,Willie Oliver,12/6/2016,Assorted Color Push Pins,9,12.42,111.78
Diane Gonzalez,Oregon,West,Wanda Allen,12/6/2016,Xerox 1915,4,12.42,49.68
Sara Snyder,New York,East,Karen Gray,12/6/2016,AT&T 17929 Lendline Telephone,4,17.83,71.32
Randy Watson,Massachusetts,East,Robin Matthews,12/6/2016,"Eberhard Faber 3 1/2"" Golf Pencils",6,16.32,97.92
Diane Gonzalez,California,West,Brenda Nelson,12/6/2016,"Lesro Round Back Collection Coffee Table, End Table",10,12.42,124.2
Sara Snyder,Massachusetts,East,Walter Meyer,12/6/2016,Xerox 214,8,53.35,426.8
Patrick Graham,Oregon,West,Billy Scott,12/6/2016,Global Comet Stacking Armless Chair,1,16.32,16.32
Sara Snyder,New Jersey,East,Brian Ryan,12/6/2016,Newell 324,7,53.35,373.45
Sara Snyder,New York,East,Jessica Lewis,12/6/2016,Easy-staple paper,5,12.42,62.1
Patrick Graham,Washington,West,Terry Nguyen,12/6/2016,Newell 309,9,12.42,111.78
Sara Snyder,New York,East,Cynthia Ray,12/6/2016,"#10 White Business Envelopes,4 1/8 x 9 1/2",8,16.32,130.56
Patrick Graham,Washington,West,Russell Cooper,12/7/2016,Wilson Jones Easy Flow II Sheet Lifters,7,17.83,124.81
Sara Snyder,Massachusetts,East,Joshua Diaz,12/7/2016,Staples,1,12.42,12.42
Sara Snyder,New York,East,Eugene Wilson,12/7/2016,"SmartStand Mobile Device Holder, Assorted Colors",2,12.42,24.84
Patrick Graham,Nevada,West,Doris Diaz,12/7/2016,Wilson Jones Turn Tabs Binder Tool for Ring Binders,8,12.42,99.36
Patrick Graham,Washington,West,Charles Collins,12/7/2016,Tennsco 6- and 18-Compartment Lockers,3,16.32,48.96
Randy Watson,Connecticut,East,Nicholas Ward,12/7/2016,"O'Sullivan Elevations Bookcase, Cherry Finish",7,17.83,124.81
Diane Gonzalez,Washington,West,George Hill,12/7/2016,4009 Highlighters by Sanford,4,12.42,49.68
Patrick Graham,Washington,West,Harry Hanson,12/7/2016,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,4,12.42,49.68
Sara Snyder,Massachusetts,East,Jean Torres,12/7/2016,"Hon Metal Bookcases, Putty",1,12.42,12.42
Diane Gonzalez,California,West,Joan Robinson,12/7/2016,SANFORD Liquid Accent Tank-Style Highlighters,8,12.42,99.36
Sara Snyder,New York,East,Tammy Ferguson,12/7/2016,Tennsco Single-Tier Lockers,8,12.42,99.36
Sara Snyder,New Jersey,East,Theresa Torres,12/7/2016,14-7/8 x 11 Blue Bar Computer Printout Paper,7,53.35,373.45
Patrick Graham,Oregon,West,Kenneth West,12/7/2016,"Angle-D Binders with Locking Rings, Label Holders",3,53.35,160.05
Frances Warren,New York,East,Denise Perez,12/7/2016,Advantus Push Pins,10,17.83,178.3
Sara Snyder,New York,East,Ralph Gomez,12/7/2016,Avery 519,4,12.42,49.68
Frances Warren,Connecticut,East,Irene Franklin,12/7/2016,Premium Transparent Presentation Covers by GBC,8,53.35,426.8
Randy Watson,New Jersey,East,James Wheeler,12/7/2016,Eldon 200 Class Desk Accessories,2,12.42,24.84
Sara Snyder,New Jersey,East,Judith Wood,12/7/2016,BIC Brite Liner Highlighters,9,16.32,146.88
Randy Watson,Massachusetts,East,Roy Franklin,12/7/2016,Xerox 1995,2,53.35,106.7
Diane Gonzalez,Washington,West,Cheryl Morris,12/7/2016,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,10,12.42,124.2
Sara Snyder,New Jersey,East,Todd Miller,12/7/2016,Plantronics MX500i Earset,10,53.35,533.5
Sara Snyder,Connecticut,East,Marilyn Perry,12/7/2016,DIXON Oriole Pencils,9,12.42,111.78
Sara Snyder,New York,East,Nancy Scott,12/7/2016,Xerox 1909,2,17.83,35.66
Frances Warren,Massachusetts,East,Douglas Duncan,12/7/2016,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",9,53.35,480.15
Sara Snyder,Massachusetts,East,Beverly Hamilton,12/7/2016,GBC Standard Plastic Binding Systems' Combs,7,12.42,86.94
Sara Snyder,New York,East,Joseph Ryan,12/8/2016,Staples,4,12.42,49.68
Patrick Graham,Washington,West,Stephanie Wallace,12/8/2016,Grandstream GXP2100 Mainstream Business Phone,3,12.42,37.26
Diane Gonzalez,Oregon,West,Michael Cruz,12/8/2016,Fellowes Command Center 5-outlet power strip,3,12.42,37.26
Sara Snyder,Massachusetts,East,Rose Baker,12/8/2016,"Global Push Button Manager's Chair, Indigo",9,17.83,160.47
Sara Snyder,New York,East,Teresa Thomas,12/8/2016,Newell 330,10,17.83,178.3
Patrick Graham,Washington,West,Jason Berry,12/8/2016,"Carina 42""Hx23 3/4""W Media Storage Unit",3,17.83,53.49
Patrick Graham,Nevada,West,Donna Williams,12/8/2016,GBC Instant Report Kit,4,16.32,65.28
Frances Warren,New York,East,Helen Dean,12/8/2016,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,6,53.35,320.1
Sara Snyder,Massachusetts,East,Andrea King,12/8/2016,Plantronics MX500i Earset,8,53.35,426.8
Patrick Graham,Washington,West,Craig Thomas,12/8/2016,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",6,12.42,74.52
Patrick Graham,Washington,West,Donald Lopez,12/8/2016,Logitech G700s Rechargeable Gaming Mouse,2,16.32,32.64
Frances Warren,Connecticut,East,Sandra Meyer,12/8/2016,Office Star Flex Back Scooter Chair with White Frame,7,53.35,373.45
Patrick Graham,California,West,Willie Oliver,12/8/2016,High-Back Leather Manager's Chair,10,16.32,163.2
Patrick Graham,Washington,West,Earl Morales,12/8/2016,Embossed Ink Jet Note Cards,6,12.42,74.52
Diane Gonzalez,Washington,West,Donald Lopez,12/8/2016,"Executive Impressions 14"" Contract Wall Clock",1,53.35,53.35
Diane Gonzalez,Oregon,West,Jeremy Diaz,12/8/2016,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",9,53.35,480.15
Randy Watson,Massachusetts,East,Jacqueline Hart,12/8/2016,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",8,12.42,99.36
Sara Snyder,Connecticut,East,Sandra Meyer,12/8/2016,Enermax Acrylux Wireless Keyboard,3,12.42,37.26
Diane Gonzalez,California,West,Diana Hamilton,12/8/2016,Pressboard Data Binders by Wilson Jones,1,53.35,53.35
Patrick Graham,Washington,West,Jessica Miller,12/8/2016,Avery Durable Slant Ring Binders With Label Holder,10,12.42,124.2
Sara Snyder,Massachusetts,East,Harold Schmidt,12/8/2016,Digium D40 VoIP phone,4,16.32,65.28
Diane Gonzalez,Washington,West,Christine Jacobs,12/8/2016,Acme Office Executive Series Stainless Steel Trimmers,10,17.83,178.3
Sara Snyder,Massachusetts,East,Janice Mason,12/8/2016,Belkin 6 Outlet Metallic Surge Strip,7,53.35,373.45
Diane Gonzalez,Washington,West,Denise Henry,12/8/2016,Kingston Digital DataTraveler 8GB USB 2.0,10,17.83,178.3
Patrick Graham,Washington,West,Ernest Hernandez,12/8/2016,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,10,17.83,178.3
Sara Snyder,New Jersey,East,Kathy Rice,12/8/2016,Eldon Portable Mobile Manager,4,16.32,65.28
Randy Watson,New York,East,Daniel Morris,12/8/2016,Assorted Color Push Pins,4,16.32,65.28
Randy Watson,New York,East,Raymond Collins,12/8/2016,Avery 514,7,17.83,124.81
Diane Gonzalez,Washington,West,Philip Rodriguez,12/8/2016,Xerox 226,8,12.42,99.36
Diane Gonzalez,Oregon,West,Alice Brown,12/8/2016,SAFCO Arco Folding Chair,5,17.83,89.15
Randy Watson,New Jersey,East,Raymond Freeman,12/8/2016,Wilson Jones Impact Binders,8,17.83,142.64
Frances Warren,Massachusetts,East,Justin Dixon,12/8/2016,Acco Suede Grain Vinyl Round Ring Binder,8,16.32,130.56
Randy Watson,New York,East,Randy Clark,12/8/2016,Aastra 6757i CT Wireless VoIP phone,7,16.32,114.24
Patrick Graham,California,West,Robin Murphy,12/9/2016,Ibico EPK-21 Electric Binding System,5,17.83,89.15
Sara Snyder,Massachusetts,East,Cheryl Williamson,12/9/2016,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",3,17.83,53.49
Sara Snyder,New York,East,Cynthia Brooks,12/9/2016,Avery 507,2,16.32,32.64
Sara Snyder,New York,East,Marilyn Martin,12/9/2016,"Master Caster Door Stop, Brown",1,53.35,53.35
Patrick Graham,Oregon,West,Rachel Harris,12/9/2016,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",10,12.42,124.2
Diane Gonzalez,Washington,West,Earl White,12/9/2016,Euro Pro Shark Stick Mini Vacuum,3,17.83,53.49
Patrick Graham,Washington,West,Maria Romero,12/9/2016,Heavy-Duty E-Z-D Binders,7,12.42,86.94
Sara Snyder,Connecticut,East,Brandon Morales,12/9/2016,AT&T 1080 Phone,5,53.35,266.75
Randy Watson,Massachusetts,East,Jason Patterson,12/9/2016,Easy-staple paper,2,12.42,24.84
Frances Warren,Connecticut,East,Katherine Carroll,12/9/2016,Logitech G600 MMO Gaming Mouse,8,12.42,99.36
Sara Snyder,New York,East,Theresa Mendoza,12/9/2016,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",9,17.83,160.47
Sara Snyder,New Jersey,East,Eric Ellis,12/9/2016,Xerox 1911,10,12.42,124.2
Sara Snyder,Massachusetts,East,Eugene Flores,12/9/2016,Astroparche Fine Business Paper,4,12.42,49.68
Patrick Graham,Oregon,West,Rose Matthews,12/9/2016,Maxell 4.7GB DVD-RW 3/Pack,2,12.42,24.84
Sara Snyder,Massachusetts,East,Steven Kelly,12/9/2016,Letter Size Cart,6,53.35,320.1
Diane Gonzalez,California,West,Frances Parker,12/9/2016,Zebra ZM400 Thermal Label Printer,9,12.42,111.78
Sara Snyder,Massachusetts,East,Thomas Robinson,12/9/2016,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",8,12.42,99.36
Diane Gonzalez,Oregon,West,Joseph Reynolds,12/9/2016,GBC Wire Binding Strips,8,17.83,142.64
Sara Snyder,New York,East,Robert Hayes,12/9/2016,Samsung Galaxy Note 3,3,53.35,160.05
Sara Snyder,Connecticut,East,Alan Dean,12/9/2016,Angle-D Ring Binders,9,12.42,111.78
Patrick Graham,Oregon,West,Michael Cruz,12/9/2016,Bestar Classic Bookcase,2,17.83,35.66
Sara Snyder,Massachusetts,East,Jeremy Richards,12/9/2016,Vinyl Sectional Post Binders,6,12.42,74.52
Diane Gonzalez,Nevada,West,Michelle Elliott,12/9/2016,Letter Size File,3,53.35,160.05
Sara Snyder,Massachusetts,East,Dennis Reed,12/9/2016,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,4,12.42,49.68
Frances Warren,Massachusetts,East,Kenneth Nelson,12/9/2016,"Eldon 200 Class Desk Accessories, Burgundy",10,12.42,124.2
Sara Snyder,Massachusetts,East,Ryan Alvarez,12/9/2016,Samsung Galaxy S4,9,53.35,480.15
Sara Snyder,New Jersey,East,David Allen,12/10/2016,Eldon 100 Class Desk Accessories,2,12.42,24.84
Sara Snyder,Connecticut,East,Jane Watkins,12/10/2016,Logitech P710e Mobile Speakerphone,3,12.42,37.26
Sara Snyder,Connecticut,East,William Collins,12/10/2016,Acme Box Cutter Scissors,10,53.35,533.5
Sara Snyder,New York,East,Louis Mason,12/10/2016,Premier Electric Letter Opener,6,12.42,74.52
Sara Snyder,Massachusetts,East,Jason Patterson,12/10/2016,SanDisk Cruzer 64 GB USB Flash Drive,8,12.42,99.36
Sara Snyder,New Jersey,East,Lois Woods,12/10/2016,Logitech P710e Mobile Speakerphone,9,12.42,111.78
Sara Snyder,New Jersey,East,Lois Woods,12/10/2016,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",3,53.35,160.05
Frances Warren,New York,East,Joe Ryan,12/10/2016,GBC Poly Designer Binding Covers,2,17.83,35.66
Sara Snyder,New York,East,Christina Oliver,12/10/2016,Nortel Meridian M3904 Professional Digital phone,5,17.83,89.15
Diane Gonzalez,Washington,West,Samuel Daniels,12/10/2016,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",3,12.42,37.26
Sara Snyder,New York,East,Jane Sims,12/10/2016,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,6,12.42,74.52
Patrick Graham,Nevada,West,Craig Lewis,12/10/2016,Logitech Wireless Performance Mouse MX for PC and Mac,10,17.83,178.3
Patrick Graham,Washington,West,Denise Henry,12/10/2016,Newell 339,3,16.32,48.96
Diane Gonzalez,California,West,Joshua Baker,12/10/2016,Acme Office Executive Series Stainless Steel Trimmers,5,17.83,89.15
Randy Watson,Massachusetts,East,Lori Shaw,12/10/2016,Clear Mylar Reinforcing Strips,5,17.83,89.15
Sara Snyder,New Jersey,East,Ruby Evans,12/10/2016,Novimex Turbo Task Chair,7,17.83,124.81
Sara Snyder,New Jersey,East,Jennifer Simpson,12/10/2016,Fellowes Advanced Computer Series Surge Protectors,8,53.35,426.8
Patrick Graham,Oregon,West,Gloria Fisher,12/11/2016,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,7,16.32,114.24
Patrick Graham,Oregon,West,Clarence Bishop,12/11/2016,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",5,12.42,62.1
Patrick Graham,Washington,West,Carol Pierce,12/11/2016,Kingston Digital DataTraveler 32GB USB 2.0,8,53.35,426.8
Sara Snyder,Massachusetts,East,Randy West,12/11/2016,Logitech Illuminated - Keyboard,9,12.42,111.78
Patrick Graham,Oregon,West,Julie Gonzalez,12/11/2016,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",5,17.83,89.15
Diane Gonzalez,Washington,West,Jason Berry,12/11/2016,Wilson Electronics DB Pro Signal Booster,4,17.83,71.32
Patrick Graham,Oregon,West,Roger Bell,12/11/2016,Tuf-Vin Binders,3,12.42,37.26
Frances Warren,Massachusetts,East,Jennifer Reyes,12/11/2016,Embossed Ink Jet Note Cards,2,17.83,35.66
Sara Snyder,New York,East,Joseph Ryan,12/11/2016,Belkin F9S820V06 8 Outlet Surge,6,17.83,106.98
Sara Snyder,Massachusetts,East,Brandon King,12/11/2016,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",3,17.83,53.49
Patrick Graham,Washington,West,Joan Austin,12/11/2016,Xerox 1933,5,12.42,62.1
Sara Snyder,Massachusetts,East,Jerry Smith,12/11/2016,Standard Rollaway File with Lock,5,17.83,89.15
Randy Watson,Massachusetts,East,Mary Nelson,12/11/2016,Peel & Stick Add-On Corner Pockets,5,17.83,89.15
Patrick Graham,Nevada,West,Doris Diaz,12/11/2016,Newell 338,2,17.83,35.66
Sara Snyder,New Jersey,East,Rebecca Williams,12/11/2016,Fellowes Black Plastic Comb Bindings,6,53.35,320.1
Patrick Graham,Oregon,West,Marilyn Franklin,12/11/2016,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,5,12.42,62.1
Diane Gonzalez,Nevada,West,Doris Diaz,12/11/2016,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",1,17.83,17.83
Sara Snyder,Connecticut,East,Debra Gutierrez,12/11/2016,"White Envelopes, White Envelopes with Clear Poly Window",8,53.35,426.8
Sara Snyder,New Jersey,East,Ruth Fields,12/11/2016,Tops White Computer Printout Paper,9,53.35,480.15
Randy Watson,Massachusetts,East,Jeremy Richards,12/11/2016,Enermax Acrylux Wireless Keyboard,6,12.42,74.52
Patrick Graham,Washington,West,Jessica Miller,12/11/2016,Newell 317,7,53.35,373.45
Sara Snyder,Connecticut,East,William Collins,12/11/2016,O'Sullivan Living Dimensions 5-Shelf Bookcases,10,12.42,124.2
Sara Snyder,New York,East,Annie Wilson,12/11/2016,Xerox 1928,7,16.32,114.24
Sara Snyder,New York,East,Nicholas Howell,12/11/2016,Eldon Shelf Savers Cubes and Bins,1,12.42,12.42
Randy Watson,Connecticut,East,Nicholas Ward,12/11/2016,"GBC Velobind Prepunched Cover Sets, Regency Series",4,12.42,49.68
Sara Snyder,Massachusetts,East,Harold Rodriguez,12/11/2016,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),5,17.83,89.15
Sara Snyder,New Jersey,East,Cynthia Mccoy,12/11/2016,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,1,12.42,12.42
Sara Snyder,New Jersey,East,Albert Dunn,12/11/2016,Wilson Jones Legal Size Ring Binders,1,53.35,53.35
Sara Snyder,New York,East,Christopher Oliver,12/11/2016,VTech DS6151,9,12.42,111.78
Sara Snyder,New Jersey,East,Martha Mills,12/11/2016,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",9,53.35,480.15
Patrick Graham,Oregon,West,Terry Pierce,12/11/2016,GE 30524EE4,9,17.83,160.47
Sara Snyder,New York,East,Mark Parker,12/11/2016,Logitech Wireless Gaming Headset G930,6,53.35,320.1
Randy Watson,Massachusetts,East,Jerry Butler,12/11/2016,Bush Advantage Collection Racetrack Conference Table,10,17.83,178.3
Frances Warren,Connecticut,East,Betty Hicks,12/11/2016,Newell 347,8,53.35,426.8
Sara Snyder,New York,East,Alan Allen,12/11/2016,Sharp 1540cs Digital Laser Copier,7,12.42,86.94
Frances Warren,Massachusetts,East,Antonio Hunter,12/11/2016,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",5,12.42,62.1
Sara Snyder,Massachusetts,East,Steven Kelly,12/11/2016,Globe Weis Peel & Seel First Class Envelopes,8,53.35,426.8
Patrick Graham,Washington,West,Gregory Richardson,12/12/2016,Nu-Dell Float Frame 11 x 14 1/2,6,12.42,74.52
Sara Snyder,Massachusetts,East,Linda Morrison,12/12/2016,Motorola Droid Maxx,4,12.42,49.68
Sara Snyder,New York,East,Sharon Perez,12/12/2016,Hanging Personal Folder File,1,53.35,53.35
Patrick Graham,Oregon,West,Kevin Garza,12/12/2016,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",8,12.42,99.36
Diane Gonzalez,Washington,West,Gregory Richardson,12/12/2016,Bush Advantage Collection Round Conference Table,1,53.35,53.35
Frances Warren,Massachusetts,East,Bruce Cruz,12/12/2016,"Personal Folder Holder, Ebony",8,17.83,142.64
Sara Snyder,Massachusetts,East,Matthew Berry,12/12/2016,Riverside Furniture Stanwyck Manor Table Series,7,12.42,86.94
Patrick Graham,California,West,Ann Hall,12/12/2016,Prestige Round Ring Binders,4,16.32,65.28
Sara Snyder,New York,East,Edward Cooper,12/12/2016,"Sauder Forest Hills Library, Woodland Oak Finish",5,16.32,81.6
Sara Snyder,Massachusetts,East,Steven Kelly,12/12/2016,Sterilite Officeware Hinged File Box,9,53.35,480.15
Sara Snyder,New York,East,Sharon Rose,12/12/2016,Xerox 226,2,17.83,35.66
Frances Warren,New Jersey,East,Jennifer Simpson,12/12/2016,Memorex Froggy Flash Drive 4 GB,10,12.42,124.2
Frances Warren,New York,East,Louis Mason,12/12/2016,Petty Cash Envelope,5,53.35,266.75
Patrick Graham,California,West,Tammy Clark,12/12/2016,Xerox 1935,2,16.32,32.64
Sara Snyder,Massachusetts,East,Sean Carr,12/12/2016,"GBC White Gloss Covers, Plain Front",4,16.32,65.28
Randy Watson,New Jersey,East,Frank Spencer,12/12/2016,Samsung Convoy 3,4,12.42,49.68
Diane Gonzalez,Washington,West,Cheryl Morris,12/12/2016,Sony 16GB Class 10 Micro SDHC R40 Memory Card,9,53.35,480.15
Diane Gonzalez,California,West,Kathy Porter,12/12/2016,Avery Round Ring Poly Binders,1,17.83,17.83
Randy Watson,Massachusetts,East,Carl Ford,12/12/2016,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),9,12.42,111.78
Frances Warren,Massachusetts,East,Alice Kelly,12/12/2016,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",4,12.42,49.68
Sara Snyder,Massachusetts,East,Aaron Morris,12/12/2016,Bagged Rubber Bands,10,12.42,124.2
Patrick Graham,Washington,West,Karen Willis,12/12/2016,Advantus Rolling Storage Box,4,53.35,213.4
Diane Gonzalez,California,West,Nicholas Nguyen,12/12/2016,Bionaire 99.97% HEPA Air Cleaner,8,53.35,426.8
Randy Watson,New Jersey,East,Joshua Washington,12/12/2016,KI Adjustable-Height Table,7,53.35,373.45
Diane Gonzalez,Nevada,West,Michelle Elliott,12/12/2016,Shocksock Galaxy S4 Armband,3,53.35,160.05
Diane Gonzalez,Nevada,West,Kimberly Bennett,12/12/2016,Nu-Dell Float Frame 11 x 14 1/2,4,17.83,71.32
Diane Gonzalez,California,West,Judy Lopez,12/12/2016,Ibico Covers for Plastic or Wire Binding Elements,8,53.35,426.8
Patrick Graham,Oregon,West,Wanda Allen,12/12/2016,Rogers Deluxe File Chest,4,16.32,65.28
Sara Snyder,Massachusetts,East,Wanda Cole,12/12/2016,Cardinal Hold-It CD Pocket,7,53.35,373.45
Patrick Graham,California,West,Beverly Jacobs,12/12/2016,Newell 333,5,17.83,89.15
Sara Snyder,Massachusetts,East,Juan Olson,12/12/2016,Xerox 1966,2,16.32,32.64
Frances Warren,Massachusetts,East,Jacqueline Hart,12/12/2016,Xerox 1967,2,12.42,24.84
Sara Snyder,New Jersey,East,Heather Larson,12/12/2016,Southworth 25% Cotton Antique Laid Paper & Envelopes,5,53.35,266.75
Diane Gonzalez,California,West,Tina Schmidt,12/12/2016,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",8,17.83,142.64
Frances Warren,New York,East,Joe Ryan,12/12/2016,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",9,17.83,160.47
Patrick Graham,Washington,West,Ernest Hernandez,12/12/2016,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,3,53.35,160.05
Frances Warren,New York,East,Cynthia Day,12/12/2016,Newell 312,4,53.35,213.4
Sara Snyder,New York,East,Christopher Oliver,12/12/2016,Stanley Bostitch Contemporary Electric Pencil Sharpeners,2,12.42,24.84
Randy Watson,New York,East,Jason Black,12/12/2016,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",9,53.35,480.15
